Date,nps,Comments,nps_scaled
2023-11-04,8,problemas para realizar un pago por el asiento,4
2023-11-04,8,.,4
2023-11-04,6,YOU SHOULD BE MORE FLEXIBLE TO LET PASSENGERS INCREASE LUGGAGE WEIGHT,3
2023-11-04,8,"Mayor claridad en algunos puntos, especialmente cuando el pasajero desea hacer cambios",4
2023-11-04,8,.,4
2023-11-04,3,ME FORZARON A COMPRAR ASIENTO EN EL CAMBIO,2
2023-11-04,0,"Siendo “más honestos” con los cambios de vuelo, según el boleto que compre, la única razón que tendría que pagar al hacer un cambio, era si la tarifa excedía el precio original.
La tarifa era la misma, o más económica y de todas formas tuve que pagar $1400 aproximadamente.",0
2023-11-04,0,"NADIE DE MOSTRADOR Y VIA TELEFÓNICA ME PUDO, MEJOR EL SISTEMA, QUE PENA QUE EL HUMANO SE OBSOLETO EN ESA EMPRESA",0
2023-11-04,5,Hacer una guía para comprar boletos,2
2023-11-04,5,"Uno, no es posible que compre un vuelo y salgan conque como es la tarifa económica no seguro que vuele porque depende de los ricos que compren con asiento si alcanzo lugar en el avión, es nefasto y lo protestaré ante mis empleados públicos",2
2023-11-04,8,mas descuentos,4
2023-11-04,0,PORQUE NO DICEN QUE EL ASIENTO LO VAN A COBRAR PARA PODER HACER CHECK IN,0
2023-11-04,5,No me dejo hacerlo del app,2
2023-11-04,2,frozen al usuario a pagar por un asiento sin dar la opción de no escoger para evitar cargos extras,1
2023-11-04,0,COSTOS EXESIVOS EN CAMBIOS.,0
2023-11-04,8,"Servicio al cliente por llamada fue fatal,me tuvieron esperando 50 minutos y al tomar mi llamada iniciaron el proceso y ya no hablaron y después de mas de 10 minutos en espera,me dice una grabación que me han expulsado de la llamada.
Muy mal.",4
2023-11-04,8,bn,4
2023-11-04,0,"no deja hacer check in en la aplicación ni en la página web, se tuvieron que comprar los asientos.",0
2023-10-04,7,MAS ATENCION AL CLIENTE Y MEJORAR LA PAGIAN WEB,4
2023-10-04,0,Haciendo sus cancelaciones más accesibles.,0
2023-10-04,8,NO PUDE CAMBIA MI OCION DE EQUIPAJE PUES YA NO UTILIZARE EL EQUIPAJE DE 15 KG,4
2023-10-04,7,ES MUY ALTO EL COSTO DE TODOS LOS SERVICIOS,4
2023-10-04,0,"increible me tarde 3 dias en poder pagar una maleta porwue ninguna de mis tarjetas pasaba!!!!!! y en el banco estaba todo bien

y asi me paso con unos boletos",0
2023-10-04,8,Me parece que hacerlo por tabs es correcto pero quizas en una sola pagina de manera vertical fucionaria mejor,4
2023-10-04,8,.,4
2023-10-04,0,nesesita mas información sobre boletos comprados,0
2023-10-04,3,tuve un problema anteriormente y no lo he podido solucionar,2
2023-10-04,7,ENVIANDO CORREO ELECTRONICO CON LOS CAMBIOS PAGADOS,4
2023-10-04,1,"Que su página web permita no seleccionar el asiento y dejen de cobrarlo a fuerza, aunque creo que ya lo saben",0
2023-10-04,8,"Sería bueno que en ciertos casos permitieran el cambio de tarifa, aparte del cambio de itinerario y destino. Gracias",4
2023-10-04,8,Keep it up,4
2023-10-04,0,PESIMO,0
2023-09-04,5,"El despliegue de los precios, para ver la diferencia entre el vuelo que tenías y por el que lo combiaste",2
2023-09-04,2,No permite eliminar la selección de asientos por lo que termina cobrando de todas formas,1
2023-09-04,1,No funciona  cuando le da uno click al enlace que recibe uno por email,0
2023-09-04,7,EL SISTEMA REALIZA CAMBIOE DE FECHA EN LAS RESERVACIONES,4
2023-09-04,7,CREO QUE PUEDEN HACER MAS FACIL EL TRAMITE DE RESERVACION,4
2023-09-04,0,No deja hacer cambio sin selección de asientos (aparece error),0
2023-09-04,0,Tengo combo light. Dice cambios gratuitos. No es posible $1050 por cambio de pasajero. RATEROS,0
2023-09-04,7,"NO HACER CAMBIOS EN HORARIO Y VUELO, ADEMAS DE QUE POR TODO HAY QUE PAGAR INCLJUSO LOS ASIENTOS",4
2023-09-04,4,Laplicacion no esta funcionando para realizar pagos y no me cobraron el tua desde un inicio,2
2023-08-04,5,No tiene opciones de equipaje de mano,2
2023-08-04,5,"el precio del voleto inicial no representa el total ya que se reserva el vuelo pero ilogicqamnete no esta resarvado el asiento y ademas faltan impuestos en ese total inicial, mucha gente no sabe y podria perder vuelo y reservacion por no tener lo costos totales  claros desde el principio",2
2023-08-04,5,Ok,2
2023-08-04,8,Lo correcto sería poder seleccionar uno sus propios lugares.,4
2023-08-04,0,NO COBRAR POR CAMBIOS DE COSAS COMO UN APELLIDO MAL ESCRITO,0
2023-08-04,7,..,4
2023-08-04,1,es muy lenta la pagina,0
2023-08-04,0,no se puede equivocar uno ni por una palabra por que te cuesta una lanota casptm,0
2023-08-04,5,muy letna la interface y no permute sleccionar los asientos nos forza a comprar los caros paraece temapa,2
2023-08-04,8,"ACOMODAR MEJOR LAS OPCIONES, MENUS MAS A LA VISTA Y SENCILLOS.",4
2023-08-04,0,TUVE QUE PAGAR ASIENTO PORQUE NO ME DEJABA AVANZAR EN EL CAMBIO,0
2023-08-04,4,no cambiando vuelos,2
2023-08-04,6,Ser más específicos con la posibilidad de documentar maletas desde un principio,3
2023-08-04,0,NO ES GRATIS EL CAMBIO PURAS MENTIRAS,0
2023-08-04,0,pesimo servicio. cargos ocultos,0
2023-08-04,0,ES UN ROBO,0
2023-08-04,5,todo cobran,2
2023-07-04,1,El cambio de vuelo me aparecia en $12 y termino en $494,0
2023-07-04,7,SELECCION DE MALETAS EN MEDIO DE LA COMPRA,4
2023-07-04,2,"No me permite dejar la opción de asientos sin seleccionar, solo deja continuar si seleccionas un asiento",1
2023-07-04,8,"Esta es la segunda vez que intento un cambio, en la primera solo me cobraron y no hicieron el cambio",4
2023-07-04,1,"Revisar que la página no tenga ""problemas"".
Terminé teniendo que hablar a servicio al cliente para que me ayudaran y me cobraron 1000 pesos por hacerlo.",0
2023-07-04,2,Pago con Viva Aerobues y no tengo claros los benficios. Y para no tener problemas ya pago lo que sea como si fuera con cualquier tarjeta de crédito.,1
2023-07-04,2,NO ME AGRADA QUE COBREN ANTES DE FINALIZAR EL SERVICIO,1
2023-07-04,5,El link al email para pagar la TUA no funciono.,2
2023-07-04,7,"Dando mas claridad en lo que cobran, no puede ser que salga una tarifa primero y luego otra",4
2023-07-04,8,"Me clonaron mi cuenta de puntos dótese hace poco,meso me hace dudar de los controles de seguridad de la página",4
2023-07-04,0,no es posible que una maleta cueste mas que lo que cuesta el boleto del pasajero,0
2023-07-04,8,PErmitiéndo el cambio de estatus a los menor de edad. De otra manera eso te genera más cargos.,4
2023-07-04,8,ME EQUIVOQUE,4
2023-07-04,0,"son terribles y rateros, son un asco!!!!",0
2023-06-04,2,Como es posible que cobren por colocar a los menores en el asiento junto a los papas es una tonteria,1
2023-06-04,0,no te deben cobrar por tener un asiento,0
2023-06-04,1,"PESIMA INFORMACION NO ES CLARA NI PRECISA, ENGAÑOSA CON RESPECTO A LOS COSTOS DE EQUIPAJE, ASIENTOS, TODO",0
2023-06-04,5,"cuando adquirí mis boletos, no nos percatamos que NO nos habían asignado asientos de regreso y hoy que busco la opcion, me cobran extra la asignacion que ustedes seleccionaron",2
2023-06-04,4,No cambien los precios en medio del proceso,2
2023-06-04,0,Compre la tarifa Flex. decia que no habria costo por el cambio y lamentablemente tuve que cambiar el vuelo y si me cobraron,0
2023-06-04,6,Siempre se hacen cargos de servicios que no quiero y que son muy dificiles de remover,3
2023-06-04,8,PUES NO DECIR QUE EL COSTO POR LA MALETA DE MANO ES DE 95 PESOS Y DESPUES A LA HORA DE ENTRAR PARA PAGAR YA TE CUESTA MAS Y NOM HAY MANERA DE CAMBIAR EL COSTO Y TERMINAS PAGANDO AL FINAL LO QUE USTEDES QUIEREN.,4
2023-06-04,7,INCLUYENDO EL IMPUESTO EN EL PRECIO DEL PASAJE. Me salió más caro el impuesto que el pasaje.,4
2023-06-04,1,"Al realizar un cambio de vuelo, se cobra la selección de asientos lo  cual no es adecuado, ya que el vuelo anterior ya tenía asientos y ya fueron pagados, no se debe cobrar nuevamente.",0
2023-06-04,0,"explicar bien alas personas que, tendrán que pagar de nuevo el asiento, al cambiar de vuelo, asi que seria pagar por un lugar que al final de cuenta no se va a ocupar",0
2023-06-04,0,El sistema no está considerando el descuento de viva fan en la interface de cambio de vuelo ni tampoco considera que uno ya pagó el asiento y lo vuelve a cobrar,0
2023-06-04,7,"Demasiada publicidad, pésima experiencia de cliente",4
2023-06-04,3,dejar de agregar servicios adicionales sin que sean seleccionados por el cliente,2
2023-06-04,8,La cifra que pagué fue superior en el mensaje promocional que recibí en mi correo electrónico.,4
2023-06-04,4,"En la primer pantalla ponen que el cambio cuesta $143 pesos y al seleccionarlo cambia a $1,100 pesos.  Es un engaño!!",2
2023-06-04,5,"Su página se tarda en habilitar secciones en diferentes pasos de la reservación, su aplicación da la impresión de que se inhibe pero es el mismo problema del sitio web.",2
2023-06-04,1,no me gusta la interfaz,0
2023-06-04,1,es confuso su recivo y la forma en que manejan un precio por telefono y otro en el website,0
2023-06-04,6,"RESPETAR LAS RESERVACIONES YA QUE ME HAN CAMBIADO HORARIOS, Y CUANDO YO HAGO CAMBIOS DE VUELO ME COBRAN CUANDO YO POAGO SEGUROS Y ESTOS INCLUYEN CAMBIOS SIN COSTO LAS VECES QUE LO CAMBIE.",3
2023-06-04,6,Me cobraron mucho por el cambio de vuelo.,3
2023-06-04,8,MEJORAR EN QUE LOS PRECIOS NO SEAN TAN ALTOS POR CAMBIAR EL NOMBRE DEL PASAJERO,4
2023-05-04,8,"MUY SENCILLO, SOLO QUE SE DAN DEMASIADAS OPCIONES ADICIONALES",4
2023-05-04,1,"Si dice gratuito, significa gratis malditos ladrones",0
2023-05-04,5,NO VENDAN SEGUROS DE VUELO SI PARA TENER EL REEMBOLSO ES NECESARIO QUE PASE UN ACCIDENTE GRAVE. SI COMRAS EL SEGURO ES PARA PODERLO CAMBIAR SI LO NECESITAS SIN NECESIDAD DE EMERGENCIA. SINO PARA QUE LO QUIERES!!!! SE PASARON,2
2023-05-04,8,que no cobren nuevamente asientos y descontar al final,4
2023-05-04,5,Puede ser confuzo y terminas pagando mas,2
2023-05-04,6,Mejorando los precios,3
2023-05-04,5,Muy caro el cambio,2
2023-05-04,5,hard,2
2023-05-04,8,RESPETANDO PROMOCIONES DE CAMBIO DE VUELOS SIN COSTO,4
2023-05-04,5,"me molesta tener que pagar por un asiento que se supone va involucrado al comprar el boleto; no entiendo comprar aire en el avión en los vuelos pagados .  La compra del boleto implica que estás pagando la transportación, y no es posible ir más que en un asiento.",2
2023-05-04,7,Kkck,4
2023-05-04,7,"TARDE MUCHO EN QUE ME ACEPTARAN EL PAGO DEL CAMBIO DE VUELO, MAS DE 4 DIAS",4
2023-05-04,5,HAY DEMASIADOS CARGOS QUE NO ESTÁN A LA VISTA Y INCREMENTAN EL COSTO BASTANTE,2
2023-05-04,8,"Amigable pero caro, mejorando sus precios y la atención a usuarios",4
2023-05-04,8,que sea  mas practico,4
2023-04-04,0,"Asignaron los lugares separados y hasta atrás de mi hija de 6 años y mi hijo de 3 años, tuve que pagar $550 para que mi esposa estuviera con mis hijos menores de edad",0
2023-04-04,5,"El simple hecho de seleccionar los asientos normales tiene un costo, cuando quiten esta mala practica serán la mejor aerolínea de México.",2
2023-04-04,0,Sus tretas para enganchar gente son despreciables,0
2023-04-04,0,"NO PUDIERON APOYARME VIA TELEFONICA, SU SOLUCION FUE ENTRAR POR LA COMPU A UN CHAT EN VIVO PARA ASISTENCIA TECNICA Y NO ENCONTRE NINGUN APOYO. ME HICIERON CARGOS ADICIONALES QUE YO NO QUERIA AL MOMENTO DE PAGAR EL CAMBIO, COMO MALETA DOCUMENTADA Y ABORDAJE PRIORITATIO. SON COSAS QUE POR TENER YA LA TARJETA DE VIVA DEBERIA DE TENER COMO CORTESÍA.",0
2023-04-04,7,"No me parece que separen el pago del boleto y del TUA, relamente nunca ponen el costo de los boletos completo",4
2023-04-04,8,"Poder hacer cambios de ruta (no solo dia y hora sino también de lugar).

Gracias!",4
2023-04-04,7,Haciéndolo a prueba de tontos,4
2023-04-04,8,aclarar dudas mas especificas,4
2023-04-04,5,Los cambios de vuelo aunque sean mínimos generan cargos exagerados. No es posible que el vuelo salga lo mismo que el cambio si ya se había pagado antes.,2
2023-04-04,8,BIEN,4
2023-04-04,5,NO ACEPTAN PAYPAL,2
2023-04-04,5,"Que no cambien los vuelos, porque es un problema, ya que genera mas gastos.",2
2023-04-04,0,Fue muy desagradable ver que me cambiaran mi vuelo. NO sabía que me podrían hacer eso Debería existir una alerta previo a comprar el vuelo. No todos somos expertos. Para la proxima me voy con otra aerolinea,0
2023-04-04,1,bajen los precios,0
2023-04-04,0,no me dejo pagar con los doters,0
2023-04-04,0,decían que tenía hasta 3 cambios gratis y n fue así.,0
2023-04-04,0,dejando de cobrar por todo,0
2023-04-04,8,no cobrando la eleccion de asiento,4
2023-04-04,3,"Mostrar el precio total, con los impuestos agregados y no por partes.",2
2023-04-04,1,"pésimo, no deja pagar y es muy poco clara...merecen una mejor app",0
2023-03-04,0,los precios por elegir asiento son una locura,0
2023-03-04,4,"Poder hacer cambios de vuelos por pasajero, no por reservación",2
2023-03-04,8,EN LA APLICACION FUE COMPLICADO REALIZAR EL PAGO,4
2023-03-04,5,"Son una compania que cambia constantemente los vuelos e itinerarios y lo peor es que no devuelven el dinero, realmente esta espero sea mi ultima vez que viaje por esta compania viva aerobus",2
2023-03-04,8,"MANTENER LAS TARIFAS DE LAS SILLAS, YA QUE LO FORZAN A UNO A COMPRAR PUES LE ASIGNAN EL MAS INCOMODO. 
GRACIAS",4
2023-03-04,7,APARECEN MUCHOS BANNERS,4
2023-03-04,5,PORQUE TE COBRAN LOS ASIENTOS SI NOS LOS ELIGES,2
2023-03-04,0,BAJAR LOS PRECIOS Y QUITAR EL TUA,0
2023-03-04,8,"Mejorar la starifas de cambio de vuelo, como el volver a cobrar el asiento. Gracias",4
2023-03-04,3,"precios accesibles, ya que en las instalaciones hacen caminar demasiado para llegar al avión. y no tiene ningún beneficio como para pagar vuelos iguales a otras aerolineas",2
2023-03-04,4,me costo mucho poder pagar mis asientos,2
2023-03-04,7,"Estuve tratatndo de reservar asiento y no me permite el sistema, me dice que tiene que ser en aeropuerto",4
2023-03-04,7,No es muy amigable la forma de contactarlos cuando se tiene un problema.,4
2023-03-04,0,me quitaron el asiento ya pagado y me hicieron pagar otro....,0
2023-03-04,3,NO SE FACIL DE ENTENDER,2
2023-02-04,8,en cuánto a la pág 7-8 pero en cuanto atención un absoluto 10 por vía twitter,4
2023-02-04,8,TARIFAS INTEGRADAS,4
2023-02-04,0,"Publicidad engañosa, siempre te obligan a pagar mas de lo q inicialmente anuncian. Deberian ser claros desde el inicio.",0
2023-02-04,5,QUE TARDEN MENOS EN CONTESTAR LA LLAMADAS DE LOS USUARIOS,2
2023-02-04,1,LOS BOLTETOS LOS COMPRE PARA MIS PAPAS DESDE MI PERFIL Y NO ME DEJO DESDE EL INICIO PONER EL NOMBRE DEL 1ER PASAJERO Y AHORA ME COBRAN POR UN CAMBIO QUE YO NO REQUERIA HACER :(,0
2023-02-04,7,reducir las opciones.,4
2023-02-04,8,"a veces tantos combos confunden, no se ve la separción o es difícil de leerlos.",4
2023-02-04,8,MAS ACOMPAÑAMIENTO AL REALIZAR LA ORDEN,4
2023-02-04,0,no pude seleccionar la documentación de equipaje,0
2023-02-04,0,Recibí un correo electrónico diciendo que podía mejorar el equipaje por 500 pesos. ¡Esto era una mentira! Tu modelo de negocio se basa en ocultar cargos y tratar a tus clientes como pendejos.,0
2023-02-04,6,TENGO UNA TARJETA VIVA Y USTEDES ME ASIGNAN EL ASIENTO PRIORITY ..PERO ME ASIGNAN UNO DEL CENTRO Y NO ME PARECE JUSTO,3
2023-02-04,5,"NO HE PODIDO OBTENER MI CHECK IN, TAMPOCO HE PODIDO IMPRIMIR MI PASE DE ABORDAR",2
2023-02-04,1,"Su citio de web no funciona la mayoria de tiempo, y cuando fuciona no calcula los precios bien y no hace los cambios que he hecho. Yo dure horas y horas trantando de hacer mi reservacion y otras horas trandtando de comprar mi equipaje. En fin tenia que pagar mas que el precio real por el problema del systema. Es una locura. Nunca jamas.",0
2023-02-04,5,Los correos de TUA me llegaron horas antes de mi vuelo y no pude consultarlo con días de anticipación porque no me cargaba mi reservación.,2
2023-02-04,0,"Mala atención a usuario por teléfono, pague doble el Tuz.",0
2023-02-04,8,El precio final fue diferente al que ofrecio de inicio en el cambio de la reservacion,4
2023-02-04,8,"el tiempo de atención , y contestar vía telefónica. Es imposible comunicarse. el chat de WhatsApp tampoco sirve",4
2023-01-04,8,confusa la pag,4
2023-01-04,5,subió el tua,2
2023-01-04,5,No vendan los lugares especiales. Cuando se compra el pasaje se debe tener acceso a todos los asientos.,2
2023-01-04,0,YOU WONT,0
2023-01-04,8,Últimamente la página falla mucho llevo 6 días intentando pagar la tua y siempre me saca la página desde diferentes dispositivos y conectada a diferentes redes de Internet,4
2023-01-04,8,Todo el proceso es demasiado fragmentado para reservar :(,4
2023-01-04,5,los asientos se me borraron y tuve que entrar otra vez a pagar y seleccionar,2
2023-01-04,8,"EVITANDO PONER CARGOS, POR DEFAUL",4
2023-01-04,8,no cancelen vuelos a personas que no asignaron asientos...es un abuso.,4
2023-01-04,6,No me aparece mascota a bordo,3
2023-01-04,2,no acepta todas las tarjetas,1
2023-01-04,3,Precios,2
2023-01-04,0,"no sirven en el call center , 58 minutos en linea para que al final me colgaran",0
2023-01-04,7,Facturas,4
2023-01-04,5,SITIO MAS RAPIDO,2
2023-01-04,0,cambiaron mi vuelo y me cobraron por cambiarlo al tiempo mejor disponible para mi. nunca volare con ustedes otra ves,0
2023-01-04,0,TODO,0
2023-03-31,8,mayor informacion,4
2023-03-31,8,"He intentado hacer el pago con tarjeta varias veces sin éxito. Creo que era debido a que no escogía bien la opción de Estado ""Ciudad de México"" al intentar escribirla manualmente. El sistema debería impedir este fallo.",4
2023-03-31,6,NO me dejaron no seleccionar el que no quería pagar un asiento,3
2023-03-31,5,QUITANDO COMPRAR ASIENTOS,2
2023-03-31,5,No esta bien asociado el pago con Pay Pal,2
2023-03-31,8,HAY INCOSISTENCIAS AL SINCRONIZAR LA INFORMCIÓN EN OCASIONES,4
2023-03-31,6,PAGINA COMPLICADA Y CAMBIA EN 5 MINUTOS LA COTIZACION,3
2023-03-31,0,"cobran muy caro , el cambio de apellido.",0
2023-03-31,7,"LA RECOMENDACION ES QUE SE PUEDAN REALIZAR CAMBIOS DE TODO EN LA RESERVACION AL MISMO TIEMPO, OSEA EN EL MISMO PROCESO, ES DECIR, SE PUEDAN CAMBIAR EN EL MISMO PROCESO, A LOS PASAJEROS, FECHAS Y LAS RUTAS... PORQUE POR LO QUE SE ENTIENDE SE DEBE HACER POR SEPARADO, VOLVIENDO A ENTRAR A REALIZAR OTRO PROCESO PARA CADA COSA.",4
2023-03-31,6,No ex site una opción que te permita escoger llevar una silla de ruedas para una persona minusválida.,3
2023-03-31,4,DEN CAPACITACIONES DE ATENCIÓN AL CLIENTE Y CONTRATEN SUFICIENTE TRIPULACIONES PARA LOS VUELOS ESTÁN DEJANDO MUCHO QUE DESEAR CON EL SERVICIO EN VEZ DE MEJORAR ESTÁN EMPEORANDO Y EL TRA QUE DAN EN MONTERREY ES EL PEOR DE TODOS.,2
2023-03-31,3,"Muy enganosa la informacion, parece que te permiten hacer cambios que puedes contemplar como parte del servicio y al ultimo momento se agrega un cosot",2
2023-03-31,0,PESIMO SERVICIO,0
2023-03-31,0,No me gusta que los precios suben y bajen tanto.,0
2023-03-31,1,"SE ATORA CONSTANTEMENTE, NO RESPONDE",0
2023-03-31,0,"Simplemente por una corrección  en el nombre me cobraron 1050, deberían de quitar eso o por lo menos dar una oportunidad de cambio, no es la primera vez que viajo con ustedes, y de mi parte ya es una clienta menos y mucho menos que los recomiende",0
2023-03-31,5,Es muy elevado el costo por maleta,2
2023-03-31,8,velocidad pagina,4
2023-03-31,6,Ser más claros en cuanto a costos por cambio de itinerario,3
2023-03-31,0,No es posible que den la opción de asignar un asiento aleatorio sin cobro alguno pero si no alcanza asiento se da por perdido el vuelo.,0
2023-03-31,8,un poco largo el proceso pero bien,4
2023-03-30,2,Prob tarjeta,1
2023-03-30,3,ponen precios diferentes al momento de pagar diferencias,2
2023-03-30,0,como pueden cobrar 1000 pesos por borrar 5 letras de un nombre >:|,0
2023-03-30,0,NO ES POSIBLE QUE COBREN POR CORREGIR UN NOMBRE DE UN PASAJERO. SE ME HACE UN ROBO,0
2023-03-30,0,cambio de precio en menos de 5 min,0
2023-03-30,4,COMPRE EL PAQUETE LIGTH PRINCIPALMENTE PORQUE INCLUIA 3 CAMBIOS EN LA RESERVA Y AL FINAL SI TIENE COSTO Y BASTANTE ALTO :(,2
2023-03-30,8,se cae mucho la aplicacion a la hora de realizar el pago virtual,4
2023-03-30,8,Poder tener el carrito de compras disponible para varios vuelos y poder pagar todo junto.,4
2023-03-30,7,No me dejo cambiar el vui¿elo sin comprar los asientos,4
2023-03-30,8,que acepten las  formas de pago como lo promocionan. por ejemplo tarjeta de credito. no lo acepo.,4
2023-03-30,7,NO ME DEJO REALIZAR PAGO CON NINGUNA DE MIS TARJETAS DE CREDITO O DEBITO,4
2023-03-30,5,no pude usar mi tarjeta de credito para pagar,2
2023-03-30,2,"por alguna razon inexplicable, no me dejó hacer el pago con mi tarjeta habitual,",1
2023-03-30,0,No puedo usar mi tarjeta para pagar.,0
2023-03-30,8,.,4
2023-03-30,8,No cambiando/cancelando vuelos de último minuto,4
2023-03-30,7,aceptar todos las tarjetas de credito no solo algunas,4
2023-03-30,7,No funciona bien el modo de pago,4
2023-03-30,5,abrir metodos de pago,2
2023-03-30,0,no obliguen a los clientes a pagar un lugar .l.,0
2023-03-30,5,"Su proceso para concluir satisfactoriamente una reservación es nefasto. Tardé más de una hora en que su página aceptara el pago del TUA, el cual, por cierto, incrementó en demasía el costo de mi reservación. Es injusto el cobro desmesurado de equipaje, el cual, ante la PROFECO, además es incorrecto.",2
2023-03-30,7,no guardo mi registro para ganar puntos,4
2023-03-30,7,bajar precio por acientos,4
2023-03-30,8,mas claro el proceso,4
2023-03-30,8,"no es tan intuitivo, pero funciona bien",4
2023-03-30,6,"Ofrecen un precio de 130 por una maleta y cuando entras te das cuenta que no son 130, sino 260.
Me siento engañado",3
2023-03-30,0,"Me están cobrando el TUA dos veces, en mi primer reservación y al realizar el cambio y no hay forma de evitarlo,Además su servicio de atención a clientes no responde después de mas de 2 horas en linea esperando ser atendido.",0
2023-03-30,2,Poniendo los precios de verdad,1
2023-03-30,7,no cobren los cambios :),4
2023-03-30,7,no pude pagar con la tarjeta que queria,4
2023-03-30,2,NO DEBERÍA SER OBLIGATORIO PAGAR EL ASIENTO AL HACER CAMBIO DE VUELO,1
2023-03-30,8,En el celular no pude realizar el pago de la TUA,4
2023-03-29,0,"Compré los vuelos de ida el 06 de abril y los de regreso para el 09 de abril y la reservación inicialmente me llegaron los boletos (tanto de ida como los de regreso) con la fecha de hoy 29 de marzo (o sea ya había perdido los vuelos).... al entrar a la reservación los vuelos de regreso fueron registrados el día 16 de abril (es decir una semana después)... al tratar de comunicarme telefónicamente a Viva Aerobus fue prácticamente imposible... llevo casi 1 hora con la grabación diciéndome que el tiempo de espera es de 15 segundos, pésimo, no vuelvo a comprar nada con esta aerolínea",0
2023-03-29,0,Están muy caros sus vuelos,0
2023-03-29,1,elevo mucho el costo del cambio,0
2023-03-29,8,MEJORANDO LOS COSTOS DE LOS ASIENTOS,4
2023-03-29,0,"Pesimo, cobran otra vez asientos que ya tenia pagados y puros cargos adicionales sin sentido",0
2023-03-29,8,mas flexibilidad en cambiar informacion,4
2023-03-29,3,not easy to see errors,2
2023-03-29,8,Más información verídica sobre horarios y retraso de vuelos,4
2023-03-29,0,"cobrando menos por quipage documentado, volaris cobra $450 por euqipaje docuemntado de 25 Kg, usdetes más del doble, no volveré a volar con ustedes mientras tenga que documentar.",0
2023-03-29,6,leve la nieve,3
2023-03-29,0,"COmpre combo light y me cobraron como si hubiera comprado un vuelo normal, de verdad estoy SUPER DECEPCIONADA DE ESTA AEROLINEA TAN BAJA, esta es mi ultima compra con ustedes, me ire a volaris, vivaaerobus NO SIRVE, te ofrecen combo CAROS para beneficios y no OBTUVE NADA",0
2023-03-29,0,"actualizando las paginas de forma rapida y eficaz, tengo problemas con un vuelo y no me contestan tampoco. PESIMO SERVICIO",0
2023-03-29,2,que respeten los precios que ofrecen y que cumplamlo acordado,1
2023-03-29,7,Dejen de cobrar por eleccion de asientos y contemplenlo en el precio inicial,4
2023-03-29,1,"todo, el servicio es pesimo. tarde 3 horas para realizar este cambio",0
2023-03-29,7,"Al hacer el pago me rebotó 4 veces el pago con una tarjeta, tuve que usar otra. Estaría bien que dijeran el motivo por el cual no se puede hacer el pago, y así no hacer tantos intentos.",4
2023-03-29,8,HACER CHECK CON MAS TIEMPO Y DAR EL SALDO CORRECTO DEL VUELO YA CON TODOS LOS IMPUESTOS INCLUIDOS Y EL EQUIPAJE TAMBIEN,4
2023-03-29,0,sin cancelar lugares,0
2023-03-29,0,NO VEO JUSTO QUE ME VUELVAN A COBRAR LOS ASIENTOS QUE PAGUÉ POR CAMBIO DE VUELO Y NO VEO JUSTO QUE DIGA QUE TIENES 3 CAMBIOS DE VUELO CUANDO NO ES VERDAD,0
2023-03-28,8,no era muy claro los cargos que se generarían por el cambio de fecha,4
2023-03-28,8,mejorando los precios,4
2023-03-28,0,"Al momento de querer comprar 5 kg de mas me rechazaron el pago por lo cual no lleve esos kg de mas, y ahora para el regreso no me dejan hacer check in sin antes pagarlos, literalmente me robaron.",0
2023-03-28,7,no le entendia,4
2023-03-28,3,SE CONGELA LA PAGINA TUVE QUE HACER EL CAMBIO COMO 6 VECES HASTA QUE ME ACEPTARA  EL PAGO POR TELEFONO NO CONTESTAN,2
2023-03-28,8,gracias,4
2023-03-28,7,La página no funciona en algunos navegadores,4
2023-03-28,8,bien,4
2023-03-28,5,es muy confuso,2
2023-03-28,5,CUNDO RESERVAS TE DICEN QUE PUEDES HACER HASRA 3 VECES CAMBIOS GRATIS Y RESULTA QUE TE COBRAN UN MONTON,2
2023-03-28,1,Tardan mucho en resolverme las cosas y me cambian los vuelos a cada rato.,0
2023-03-28,8,QUE SEA MAS AGIL LA PLATAFORMA,4
2023-03-28,8,No entendí los cargos adicionales ya que se supone que solo te cobran cambio de tarifa,4
2023-03-28,5,"el servicio al cliente por telefono, duré 1 hora en el telefono.",2
2023-03-28,8,NO SE,4
2023-03-28,2,"No es posible que sigan anteponiendo sus ganancias al servicio. Viajar con menores implica que un adulto vaya junto al niño, y aun cuando hay mucho espacio en el vuelo no son capaces de acomodar al menos a un adulto junto por su sistema. Son un asco, pero es la aerolínea más barata y por eso tristemente lo seguimos usando.",1
2023-03-28,8,"no cobrar cargos extra por cambios, solo la diferencia de tarifa",4
2023-03-28,2,VIVA FAN NO PUEDE HACER CAMBIOS,1
2023-03-28,1,el sitio no permite pagos con tarjeta de credito,0
2023-03-28,2,precios muy altos por agregar equipaje,1
2023-03-28,6,MUY CONFUSO SU TUA,3
2023-03-28,0,No cobrando de mas en ciertas cosas,0
2023-03-28,8,Es muy facil reservar un vuelo con ustedes,4
2023-03-28,8,Con información más rápida por teléfono,4
2023-03-28,0,No veo la opción de cambio de adulto a menor,0
2023-03-28,3,No puede ser que compre un vuelo y al hacer el Chek In me cobren por el asiento.,2
2023-03-27,5,mejor poner la tarifa ya sin estar poniendo extra de todo,2
2023-03-27,7,en todo,4
2023-03-27,1,"ES NECESARIO EXPLICAR QUE CARGOS SE HARAN, COMO  LA ASIGANACION DE ASIENTOS Y EL TUA, TUVE QUE ESTAR LLAMANDO A VIVA AEROBUS",0
